Sentence ID,Biased Sentences,Sources,Toxicity,T-A Combination
18627,你們原住民比較會唱歌還是打獵？,Youtube,0,"[('原住民', '唱歌'), ('原住民', '打獵')]"
18657,每次人家知道我是花蓮人，就說我是原住民很會喝酒,Youtube,0,"[('原住民', '花蓮'), ('原住民', '喝酒')]"
18674,身為花蓮人去到外地被問的第一句話都是你是原住民嗎?,Youtube,0,"[('原住民', '花蓮')]"
18700,原住民是不是騎山豬去買東西，或騎山豬來學校,Youtube,0,"[('原住民', '山豬')]"
18749,原住民住山上有學校嗎？ 有打獵嗎？,Youtube,0,"[('原住民', '打獵')]"
18811,你是原住民嗎？皮膚那麼黑,Youtube,0,"[('原住民', '黑')]"
18821,我是台東人，每次到外縣市說我是台東人，他們第一句話就是：你原住民喔？ ,Youtube,0,"[('原住民', '台東')]"
18878,原住民不都是藍甲,Youtube,0,"[('原住民', '藍')]"
18884,我對原住民的印象只有可以加分,Youtube,0,"[('原住民', '加分')]"
18931,你不是原住民嗎？為什麼這麼白？原住民應該要滿黑的吧,Youtube,0,"[('原住民', '黑')]"
18935,原住民真的不會讀書嗎！為什麼有考試加分？,Youtube,0,"[('原住民', '加分')]"
18954,原住民顏值真的普遍很高而且幽默,Youtube,0,"[('原住民', '幽默')]"
18958,原住民的朋友講話都很幽默,Youtube,0,"[('原住民', '幽默')]"
19034,我蠻喜歡跟原住民交朋友的 單純直率又大方，講話又很幽默,Youtube,0,"[('原住民', '幽默')]"
19148,原住民性開放很隨便，夜店被撿屍的都原住民,Youtube,0,"[('原住民', '性格/行為')]"
19249,可是原住民真的運動特別厲害啊，唱歌也特別強，這是有根據的,Youtube,0,"[('原住民', '唱歌')]"
19536,我不是原住民，但是我比那些人黑…,Youtube,0,"[('原住民', '黑')]"
