Sentence ID,Biased Sentences,Toxicity,T-A Combination,Sources
11304961,嚴格來說，老婆不是處女都是回收，只是第幾手而已,1,"[('處女', '老')]",PTT
5048884,他姑姑就是那種嫁不出去又想當婆婆的刻薄老處女啊,1,"[('處女', '老')]",PTT
938302,老台女會想辦，年輕女孩大都怕麻煩,1,"[('台女', '老'), ('女孩', '麻煩'), ('女孩', '年輕'), ('台女', '台女')]",PTT
34854101,幹你媽的我娶台女，小孩兩個，後悔的要死。下屬的越南老婆顧家勤勞年輕聽話又正，我家裡那隻母豬比我阿嬤還偉大,1,"[('老婆', '正'), ('老婆', '年輕'), ('老婆', '顧家')]",PTT
32162858,老台女有人幹應該要偷笑,1,"[('台女', '老'), ('台女', '台女')]",PTT
20721573,國中小女老師基本上就台女極致，智障到不行,1,"[('台女', '台女')]",PTT
27090525,人家有錢有正妹老婆，多的是人羨慕他,0,"[('老婆', '正'), ('正妹', '老')]",PTT
33450759,少女小護士,0,"[('少女', '護士')]",PTT
12149200,正，可惜沒奶又不是處女,0,"[('處女', '正'), ('處女', '奶')]",PTT
30390354,韓國現在有點溫暖了，溫度就是幾度到10多度而已，帶幾件長短袖即可，服裝就是正式服裝怕冷的帶個圍巾，盥洗用具要自備韓幣貶值，女孩子要購物的可以多帶點錢，有機會就可買,0,"[('女孩', '購物')]",PTT
9481513,噁心台女正常發揮,1,"[('台女', '台女')]",PTT
15352310,台女不爽不要做，反正還不是都在賣淫,1,"[('台女', '台女')]",PTT
11617625,如果是台女的話很正常的,1,"[('台女', '台女')]",PTT
25851956,你朋友娶無腦正妹嗎,1,"[('正妹', '無腦')]",PTT
21743884,無腦正妹交往可以，當老婆你是希望兒子多笨,1,"[('正妹', '無腦')]",PTT
12273580,只有魯蛇才沒有工具人吧，正常女生都要有幾個,1,"[('女生', '工具人')]",PTT
22962404,今年的沙灘節比去年還沒梗，去年好歹有沙灘美少女,0,"[('少女', '美')]",PTT
17055085,把喜歡的女生養胖，她就沒人要追，你就得手了,0,"[('女生', '胖')]",PTT
19944383,女生沒化妝別出來嚇人,1,"[('女生', '化妝')]",PTT
30540891,女生要好好學化妝和頭髮唷,0,"[('女生', '化妝')]",PTT
7327818,女森：後照鏡不是化妝在用的嗎？,0,"[('女森', '化妝')]",PTT
1199136,我要錢買包，我要錢買化妝品，人家女森欸,0,"[('女森', '化妝')]",PTT
25034002,女森哪有不化妝的啦，雖然我覺得她上次化妝技巧很拙劣不過還好她的本質是漂亮的，還算有救,0,"[('女森', '漂亮'), ('女森', '化妝')]",PTT
31066574,女森都這樣，問有沒有腹肌手就直接伸過來摸,0,"[('女森', None)]",PTT
21988889,肥宅不要騷擾女森,1,"[('女森', '騷擾')]",PTT
9844297,女森不想已讀你們這些騷擾肥宅啊,1,"[('女森', '騷擾')]",PTT
33885614,被騷擾女森會爆氣嗎，還是只會委婉拒絕,0,"[('女森', '委婉'), ('女森', '騷擾')]",PTT
7811971,婚前看對方房間跟生活環境的整齊清潔程度還蠻是有一定的參考價值，但是女人雖然比較愛乾淨，可是結婚後或是當媽媽後還是能改變長年的生活習慣,0,"[('女人', '結婚'), ('女人', '乾淨')]",PTT
21640197,這台定位就買菜車啊，醜又如何，婆婆媽媽才不管醜不醜，價錢才是重點,0,"[('媽媽', None)]",PTT
13398272,就跟從小到大的青梅竹馬，結婚那晚才知道她不是處女一樣,0,"[('處女', '結婚')]",PTT
686337,只有母老虎，沒有女孩,0,"[('女孩', None)]",PTT
15557759,人家女森欸，很正常,0,"[('女森', None)]",PTT
25188266,我是醜台女，對不起,0,"[('台女', '醜'), ('台女', '台女')]",PTT
5647379,看到推文沒，醜台女低薪還敢要你薪水，真噁心 叫他吃屎吧,1,"[('台女', '醜'), ('台女', '台女')]",PTT
9341055,台女才看不上醜宅呢,1,"[('台女', '台女')]",PTT
12460528,這是17歲少女？比我60歲的媽媽看起來還老,1,"[('少女', '老')]",PTT
11542096,你知道本體是15歲正妹還不暈？,0,"[('正妹', '正')]",PTT
11332471,台女腿很美,0,"[('台女', '美'), ('台女', '腿'), ('台女', '台女')]",PTT
21178787,美國人來台灣會被台女強姦,1,"[('台女', '台女')]",PTT
1052007,老兵我們台女看不上，台女要美軍駐阿富汗上將,0,"[('台女', '台女')]",PTT
10964652,台女帶回浪漫的歐美病毒消滅肥宅,1,"[('台女', '台女')]",PTT
32037191,這姐姐有夠騷的，這類型畫風好像在哪裡看過想不起來？,1,"[('姐姐', '騷')]",PTT
17513665,一句話物化女性，拜金無腦虛榮 ,1,"[('女性', '無腦'), ('女性', '拜金'), ('女性', '虛榮')]",PTT
18361691,國民妹妹騷得很,1,"[('妹妹', '騷')]",PTT
21169882,越來越有騷味，不再是鄰家妹妹了,1,"[('妹妹', '騷')]",PTT
20193165,台女的目標是結婚以後不生小孩不工作，幹嘛還要薪水,0,"[('台女', '結婚'), ('台女', '台女')]",PTT
776229,噁心台女，結婚有錢了再去偷吃,1,"[('台女', '結婚'), ('台女', '台女')]",PTT
30023346,死台女還有人要跟你結婚哦,1,"[('台女', '結婚'), ('台女', '台女')]",PTT
10794513,媽媽有夠騷 ,1,"[('媽媽', '騷')]",PTT
2555631,很多的女生都不知道她自己長得醜，需要別人提醒,1,"[('女生', '醜')]",PTT
103724,那邊一堆無腦學店仔和女森，更容易被帶風向,1,"[('女森', '無腦')]",PTT
7808044,騎士團最噁心，講一堆違心論甚至是無腦護航的話以為女森會另眼相看或有好感，殊不知女森只把你當好用還不髒手的工具人打手，有夠可悲,1,"[('女森', '工具人')]",PTT
112314,你老婆很騷,1,"[('老婆', '騷')]",PTT
22365549,瘦臉藏肚子，有網美天份,0,"[('網美', '瘦')]",PTT
22512665,很多網美都是這樣，臉看起來瘦，身體其實很肉,0,"[('網美', '瘦')]",PTT
6503546,如果你是文組的話應該會遇到很多女性講過這些,0,"[('女性', '文組')]",PTT
7448801,她是不是文組加年輕女性，為了朋友跟情人吵架很多都這組合不正的話別浪費時間換個正常的,1,"[('女性', '文組'), ('女性', '年輕')]",PTT
12294858,你文組？那是看女性地位而決定,0,"[('女性', '文組')]",PTT
31198356,但是後段國立文組非外文根本沒用，除非你是女性,0,"[('女性', '文組')]",PTT
7675132,在越體會社會的殘酷跟龐大的壓力，越來越希望有個溫柔的姐姐可以讓人在難過到不行時可以撒嬌一下,0,"[('姐姐', '溫柔')]",PTT
211891,想被有錢又溫柔的姐姐摸頭,0,"[('姐姐', '溫柔')]",PTT
11094023,太有主見又漂亮的女生，你handle不了,0,"[('女生', '漂亮')]",PTT
17289554,只有漂亮的女生+1，普妹不會加分,0,"[('女生', '漂亮')]",PTT
18009612,因為有在走路運動啊，哪像胖台女不是騎車就是坐車還狂喝珍奶，肚子比胸部大根本可笑,1,"[('台女', '胸部'), ('台女', '胖'), ('台女', '台女')]",PTT
29367401,胖醜一樣有人愛，台女真正沒人要原因，個性太機掰，愈老愈機掰,1,"[('台女', '老'), ('台女', '台女')]",PTT
18312467,台女有大奶，但大多是胖子,1,"[('台女', '奶'), ('台女', '胖'), ('台女', '台女')]",PTT
12990639,千萬要把握這個溫柔的女孩不要放手,0,"[('女孩', '溫柔')]",PTT
21062332,你要成為溫柔善良的人，成為女孩子喜歡的那種人,0,"[('女孩', '情感/感情')]",PTT
22144294,醜女當主角，到時候就是會被說醜化女性喔 ,0,"[('女性', '醜')]",PTT
16015785,很瘦了還要減啊，不過女生有健身的體態跟線條真的有差,0,"[('女生', '瘦')]",PTT
33956763,我喝醉的話應該會幹，然後要看女人漂亮與否來決定,1,"[('女人', '漂亮')]",PTT
29113328,漂亮的女人不可信，越漂亮的女人越不可信,0,"[('女人', '漂亮')]",PTT
29070147,越漂亮的女人越會騙人,0,"[('女人', '漂亮')]",PTT
32037188,這姊姊超騷的，被騷擾沒很意外,1,"[('姊姊', '騷'), ('姊姊', '騷擾')]",PTT
7770869,小姊姊怎麼這麼騷,1,"[('姊姊', '騷')]",PTT
202440,不化妝就很普，畫了我都叫姐姐,0,"[('姐姐', '化妝')]",PTT
30253977,女森不能太高，不能太老,0,"[('女森', '老')]",PTT
22168221,外遇比自己老婆醜的....真難理解...,1,"[('老婆', '醜')]",PTT
15923615,全世界都一樣，只要女性受教水準提高生育率就會降低。,0,"[('女性', '生育')]",PTT
3689907,學妹已結婚，讓我這個大快10屆的學姐好是慚愧啊,0,"[('學姐', '結婚'), ('學妹', '結婚')]",PTT
9281303,沒看過台女在夜店哈洋屌的騷樣喔,1,"[('台女', '騷'), ('台女', '台女')]",PTT
29088660,也好啊，不然會被母豬台女告你性騷擾,1,"[('台女', '騷擾'), ('台女', '台女')]",PTT
33958153,台女可能會故意這樣穿，然後再告人性騷擾，幹,1,"[('台女', '騷擾'), ('台女', '台女')]",PTT
11004488,護理師和看護都是女生較多的職業的關係,0,"[('女生', '護理師'), ('女生', '看護')]",PTT
260027,女生又不是護士，是護理師,0,"[('女生', '護理師')]",PTT
1456795,女生護理師考配電僱更是大推,0,"[('女生', '護理師')]",PTT
30301157,公關組全部都是正妹穿護士服啊,0,"[('正妹', '護士')]",PTT
260046,我只想被正妹女護士裝導管,0,"[('正妹', '護士')]",PTT
12501101,妳找個正妹護士穿爆乳裝不會？,0,"[('正妹', '護士'), ('正妹', '爆乳')]",PTT
10563648,結婚？ 一輩子只能幹同個女人到老...,1,"[('女人', '結婚')]",PTT
21006623,很多宅女啊，只是不夠正，比如我,0,"[('宅女', '正')]",PTT
12850775,媽媽去工作，1.5歲的孩子要怎麼辦？托嬰？都說中南部薪水低了。薪資扣掉保母費，還剩下多少？,0,"[('媽媽', '孩子')]",PTT
7810746,玩玩就好，女森麻煩,1,"[('女森', '麻煩')]",PTT
25058777,最好別亂騷擾學妹，小心她#metoo,0,"[('學妹', '騷擾')]",PTT
28988982,很騷的學妹,1,"[('學妹', '騷')]",PTT
21675896,做指甲看起來不乾淨又不好看，怎麼那麼多女生愛做,0,"[('女生', '做指甲')]",PTT
14904031,因為女生可愛貼心愛乾淨,0,"[('女生', '乾淨')]",PTT
29539067,女人這種東西，沒有了溫柔體貼，就只是華西街,1,"[('女人', '溫柔'), ('女人', '體貼')]",PTT
28037506,管她什麼原因，女人失去溫柔特性還配叫作女人嗎？,1,"[('女人', '溫柔')]",PTT
35100502,比我大還這麼不體貼女人，抓去填海吧,1,"[('女人', '體貼')]",PTT
10731287,只吃處女不代表只要是處女就吃，醜女可能也不吃吧,1,"[('處女', '醜')]",PTT
33054292,要求白富美聽話的處女,1,"[('處女', '美')]",PTT
18551808,問題是模特兒就是世間女性憧憬的對象，明顯現在胖不是主流，所以不被市場需要，這很難懂嗎？,1,"[('女性', '胖')]",PTT
28886381,拜託妳又不胖，好啦好啦，是說女性永遠都在減肥,0,"[('女性', '胖')]",PTT
9136861,無腦學姐滾,1,"[('學姐', '無腦')]",PTT
18076335,老婆真的正而且保養的好,0,"[('老婆', '正'), ('老婆', '保養')]",PTT
10186774,要會摸頭的溫柔姊姊,0,"[('姊姊', '溫柔')]",PTT
3361776,體貼的姊姊給個推!,0,"[('姊姊', '體貼')]",PTT
29345467,會去打工換宿的女森就是去幹炮的啊，沒被幹到一定是長得太醜,1,"[('女森', '醜')]",PTT
20674981,講白一點就是女生自己要把肉體保養好，剩下就是靠另一半就好,0,"[('女生', '保養')]",PTT
7982989,女生逛街真的不曉得哪來的超人體力,0,"[('女', '逛街')]",PTT
11904459,女生還是要好好保養自己的肌膚～,0,"[('女生', '保養')]",PTT
15284947,好麻煩的女人啊,1,"[('女人', '麻煩')]",PTT
33536701,當然是真的仇，女人那麼麻煩,1,"[('女人', '麻煩')]",PTT
17280119,台女大部分扁奶，超黑，又愛不化妝上街嚇人，有公主病,1,"[('台女', '奶'), ('台女', '化妝'), ('台女', '台女')]",PTT
25855051,學化妝保養啊，台女成功方程式,0,"[('台女', '保養'), ('台女', '化妝'), ('台女', '台女')]",PTT
9733129,台女整型靠化妝的一堆啊,0,"[('台女', '化妝'), ('台女', '台女')]",PTT
18623566,文組學店女森,1,"[('女森', '文組')]",PTT
8025388,勸改讀理工，文組是女森念的,0,"[('女森', '文組')]",PTT
9152972,平均顏質還是輸文組女森,0,"[('女森', '文組')]",PTT
1443765,而且純文組女森很多思想也讓人不敢恭維,0,"[('女森', '文組')]",PTT
9721555,媽媽說越漂亮的女人越不能信,0,"[('女人', '漂亮')]",PTT
34511174,越漂亮的女人越會說謊,0,"[('女人', '漂亮')]",PTT
9674586,一堆結婚的老阿姨在科科笑,1,"[('阿姨', '老')]",PTT
1079124,結婚之後都是阿姨,0,"[('阿姨', '結婚')]",PTT
14840813,台女都很信這些，跟白痴一樣,1,"[('台女', '白痴'), ('台女', '台女')]",PTT
30013772,這是婊子，就是標準的白痴台女,1,"[('台女', '白痴'), ('台女', '台女')]",PTT
12044004,一定一堆白痴台女去然後狂拍ig，瞎妹永遠都在,1,"[('台女', '白痴'), ('台女', '台女')]",PTT
22586867,各種白痴台女,1,"[('台女', '白痴'), ('台女', '台女')]",PTT
35024352,徵幼齒女生保母？,0,"[('女生', '保母')]",PTT
8038965,長的普通會化妝就是正妹了，除非你胖,0,"[('正妹', '化妝'), ('正妹', '胖')]",PTT
5121272,瘦瘦的年輕女生穿什麼都好看,0,"[('女生', '瘦'), ('女生', '年輕')]",PTT
6242976,正妹從來不缺體貼的朋友,0,"[('正妹', '正')]",PTT
35525977,女生只要長得不差，加體貼，絕對大大加分,0,"[('女生', '體貼')]",PTT
7534393,騙那些無腦台女被幹免錢，還沾沾自喜,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
9481469,標準無腦台女,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
12075667,唉，台女真無腦,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
22613275,無腦台女不是對手,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
26308978,早知當初就不該跟無腦台女罷工，後悔莫及了吧,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
32928885,能夠有溫柔又不龍的台女我就足夠了,0,"[('台女', '溫柔'), ('台女', '台女')]",PTT
28910944,大部分台女都有公主病,1,"[('台女', '台女')]",PTT
11813606,台女只愛洋屌,1,"[('台女', '台女')]",PTT
23321230,所謂天下沒有醜女人，只有懶女人,1,"[('女人', '醜')]",PTT
25292918,一堆白癡台女吃到肥嘟嘟 ，然後說自己瘦不回去,1,"[('台女', '瘦'), ('台女', '台女')]",PTT
13116462,胖台女瘦下來再來嘴吧,1,"[('台女', '胖'), ('台女', '瘦'), ('台女', '台女')]",PTT
9680387,還是別碰女生較好，就不會一大堆麻煩,1,"[('女生', '麻煩')]",PTT
29095497,龍妹都能化妝成正妹了，不整理點儀容怪誰,1,"[('正妹', '化妝')]",PTT
718069,8名保母中有5名嚴重虐嬰，台女好恐怖,1,"[('台女', '保母'), ('台女', '台女')]",PTT
14839280,我是女生，我很溫柔屁股翹高,0,"[('女生', '溫柔')]",PTT
20643997,絕對不能找正妹護士當老婆,0,"[('老婆', '正'), ('正妹', '護士')]",PTT
18313245,這個其實是老肥宅女,1,"[('宅女', '老')]",PTT
19231167,白衣天使真的很辛苦，護士姐姐們加油,0,"[('姐姐', '護士')]",PTT
33749023,我都叫護士姐姐,0,"[('姐姐', '護士')]",PTT
33065491,我要護士姐姐幫我榨精,0,"[('姐姐', '護士')]",PTT
18199729,如果是正妹沒沖乾淨我會舔掉,0,"[('正妹', '正')]",PTT
6227037,正妹的房間不是都很香很乾淨又很粉紅嗎,0,"[('正妹', '乾淨'), ('正妹', '粉紅'), ('正妹', '正')]",PTT
11735656,正妹都是回收過的，要相對乾淨的也只有普以下了,1,"[('正妹', '正')]",PTT
2404112,去診所諮詢看看比較準，醫生跟護士小姐態度蠻重要的,0,"[('小姐','護士')]",PTT
33505735,希望上街的女人都要化妝,0,"[('女人', '化妝')]",PTT
12374825,女人出門要化妝擦保養,0,"[('女人', '保養'), ('女人', '化妝')]",PTT
34148857,正妹全部來當我秘書，只能穿黑絲加窄裙配白襯衫，不穿內衣的我會幫你加薪,1,"[('正妹', '秘書')]",PTT
11136956,大老闆要挑秘書 一定會挑正妹一樣，因為當祕書不需要太高的能力，隨便一個人都做得來，那只好挑長相了,0,"[('正妹', '秘書')]",PTT
33189055,我會想找正妹來做庶務、助理、秘書工作,0,"[('正妹', '秘書')]",PTT
34863931,文科本就不容易找工作，除非是正妹可以當主管秘書,0,"[('正妹', '文科'), ('正妹', '秘書')]",PTT
10695946,台女又調皮給人添麻煩了,0,"[('台女', '麻煩'), ('台女', '台女')]",PTT
33492070,難道我又捲進桃色糾紛了嗎？就說台女很麻煩了吧,1,"[('台女', '麻煩'), ('台女', '台女')]",PTT
10660750,台女就是麻煩精,1,"[('台女', '麻煩'), ('台女', '台女')]",PTT
940078,鄰家女孩也是無腦，認真就輸了,1,"[('女孩', '無腦')]",PTT
19438329,女人真的很難搞，長的瘦不行、太矮不行，太帥也不行,1,"[('女人', '難搞')]",PTT
28001564,臺女普遍聊天就是聊這些，普遍沒有文以載道的能力，老外見解無誤，不信可以對臺女問卷調查驗證,1,"[('臺女', '臺女')]",PTT
9271737,要無腦女生不支持垃圾女總統，真的不簡單,1,"[('女生', '無腦')]",PTT
8097139,學姊發騷了,1,"[('學姊', '騷')]",PTT
8117542,學姊好騷,0,"[('學姊', '騷')]",PTT
32973213,野蠻的外表下有一顆溫柔少女心,0,"[('少女', '溫柔')]",PTT
13631630,有像，好溫柔少女,0,"[('少女', '溫柔')]",PTT
1036372,我終於交到一個正妹牙助當朋友,0,"[('正妹', '牙助')]",PTT
22342393,北市裝潢氣派的都是正妹牙助地下室還有招待所,1,"[('正妹', '牙助')]",PTT
1208292,我覺得還有認為牙助櫃姐都是正妹,0,"[('正妹', '牙助')]",PTT
1048101,還是女森愛乾淨,0,"[('女森', '乾淨')]",PTT
15195362,穿的簡單乾淨就好，但最好走文青路線，不要運動風因為台灣大部分女森都很宅不運動,0,"[('女森', '興趣愛好')]",PTT
30358200,各位朋友請息怒，說不定是他想交女性朋友聊聊化妝、保養,0,"[('女性', '保養'), ('女性', '化妝')]",PTT
1048217,單身女性把錢存夠，注重養生與保養，每天也是好好過,0,"[('女性', '保養')]",PTT
20180703,所以在比競爭力的時候大家只想著自己要做好工作保養好自己，誰還願意生養小孩？大部分女性一但生了孩子競爭力就會大幅下降，這種只求競爭力的作法實際上就是勸退生小孩的方式,0,"[('女性', '小孩'), ('女性', '保養')]",PTT
33773831,就像肥宅妄想讀文組女生多就會交到女朋友，殊不知女生還是只跟高帥交往,1,"[('女生', '文組')]",PTT
31468332,文組的女生都特別會爭，我完全不敢惹,0,"[('女生', '文組')]",PTT
8526287,沒事情你去認識化學系的幹麻？往文組發展阿，化學系的女生應該也不多吧,0,"[('女生', '文組')]",PTT
9530426,文組去麥當勞幹個大夜組長pt也有3.5w，遇紅雙倍還會到4萬，一堆女生在做,0,"[('女生', '文組')]",PTT
22409441,薪資算文組女生的前段班,0,"[('女生', '文組')]",PTT
1426246,女裝沒超過M是迎合女森胃口，買了覺得自己很瘦,0,"[('女森', '瘦')]",PTT
13255929,被燒到後不小心就逛了一個早上的官網，看到滿880會送單鑽耳環，女森的錢真的很好賺,0,"[('女森', None)]",PTT
25197222,無德無才無腦的女人,1,"[('女人', '無腦')]",PTT
1162577,有腦的女人周蕫無法駕馭，有顏值無腦的才是周董首選,1,"[('女人', '無腦')]",PTT
11260528,笑死，無腦哭哭台女選不上又被抓包是偷情女人 應該很氣,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
22058127,從他每次被採訪就知道是標準無腦台女,1,"[('台女', '無腦'), ('台女', '台女')]",PTT
17474800,重點：學姊很漂亮,0,"[('學姊', '漂亮')]",PTT
5246905,那種果汁能喝，只有同情心氾濫的台女會喝吧,1,"[('台女', '同情'), ('台女', '台女')]",PTT
4164319,女人不論到哪個年紀，都很愛聽別人說很會保養,0,"[('女人', '保養')]",PTT
21474788,這就跟女人整組化妝品保養品一樣的概念啦,0,"[('女人', '保養'), ('女人', '化妝')]",PTT
1863536,女人阿...內衣保養品衣服包包買不停,0,"[('女人', '包包'), ('女人', '保養')]",PTT
12102686,哪來這麼多女性身材好年輕又漂亮,0,"[('女性', '漂亮'), ('女性', '年輕')]",PTT
9957683,民眾黨的女性年輕又漂亮，可以去坐櫃檯,0,"[('女性', '漂亮'), ('女性', '年輕')]",PTT
25922575,因為有實力的工程師有限，而想當空服員的正妹幾乎無限,0,"[('正妹', '空服員')]",PTT
26174032,我選擇在家看空服員正妹圖,0,"[('正妹', '空服員')]",PTT
32029829,正妹空服員,0,"[('正妹', '空服員')]",PTT
21627719,符合社會對女性的期待，溫柔婉約被欺負,0,"[('女性', '溫柔')]",PTT
33630825,原po正妹，聲音甜美，個性溫柔,0,"[('正妹', '溫柔')]",PTT
23743821,溫柔的正妹,0,"[('正妹', '溫柔')]",PTT
32029951,臉有一種很溫柔可人的氣質，非常讓人想娶回家當老婆，雖然臉型跟五官都不是標準正妹的版型，但是看起來很舒服,0,"[('老婆', '溫柔'), ('老婆', '正')]",PTT
1292787,我寧願公務員致富，一生只娶一個聰明溫柔性感的正妹，也不願為理想窮忙，或者搞一杯水主義,0,"[('正妹', '溫柔'), ('正妹', '性感')]",PTT
26059821,正妹的腳很性感尤其親下去那嬌羞的模樣，好讚,0,"[('正妹', '性感')]",PTT
27634308,可以請打掃阿姨幫忙，花點錢就可以弄乾淨了,0,"[('阿姨', '打掃')]",PTT
34096579,因為長榮空服員只錄取女生，只是簡章沒寫。,0,"[('女生', '空服員')]",PTT
1381419,你扮女人的樣子好淫蕩啊,1,"[('女人', '淫蕩')]",PTT
30179049,女人真的很喜歡自拍淫蕩騷樣，欠人幹,1,"[('女人', '淫蕩')]",PTT
24124739,有點扯，私大文組畢業的妹妹也差不多這行情,1,"[('妹妹', '文組')]",PTT
35775452,大部份的女生不喜歡膽小不表白的人，用等的常被中途劫走。,0,"[('女生', '情感/感情')]",PTT
25350257,一堆女生30時候不結婚，結果到40想法就改變了，突然變的很想要小孩，這是母性的天性,0,"[('女生', '結婚'), ('女生', '小孩')]",PTT
34300805,空服員就是台女素質赤裸裸的寫照,1,"[('台女', '空服員'), ('台女', '台女')]",PTT
7520748,笑看長榮法務電爆這群噁心台女空服員,1,"[('台女', '空服員'), ('台女', '台女')]",PTT
8106203,我要漂亮超正的學妹，龍貓妹你不要騙我哦,0,"[('學妹', '正'), ('學妹', '漂亮')]",PTT
9743403,醫院有正妹護理師教怎麼檢查嗎？,0,"[('正妹', '護理師')]",PTT
1606634,文組女生，大學國立法律系吊車尾上，家無恆產，沒背景，畢業第一份工作補習班夜班秘書薪水2萬5…不結婚的話，不考公職難道要去死嗎？,1,"[('女生', '秘書'), ('女生', '結婚'), ('女生', '文組')]",PTT
2630860,語言只是附加條件，找別的外商吧。女生正的話可以當秘書助理類,0,"[('女生', '秘書'), ('女生', '正')]",PTT
3001199,可以找到不錯的工作吧！很多工作都很吃英文，尤其秘書，但你的年紀會是老闆考慮的點，畢竟女生過30找工作會更難一些,0,"[('女生', '秘書'), ('女生', '老')]",PTT
23174543,他的髮型變很有女人味吧，相反的另外一外是髮型老氣，不過現在醫學美容太氾濫，不管誰要變更正也不是很難是敢不敢花錢而已，很多學生都敢花錢微整型、隆乳了,0,"[('女人', '美容'), ('女人', '老')]",PTT
8625834,學姐又正又溫柔，我超想參加的啊,0,"[('學姐', '溫柔'), ('學姐', '正')]",PTT
16317000,就是小女生一個嘛，又不是文靜型的，裝氣質反而會很假吧,1,"[('女生', '文靜'), ('女生', '氣質')]",PTT
12989675,你要知道正妹很多都是整形、各種保養、運動節食、化妝才能享受被人追的，你有在外表上做那麼多努力嗎？,0,"[('正妹', '保養'), ('正妹', '化妝')]",PTT
24803126,秘書姐姐,0,"[('姐姐', '秘書')]",PTT
32883472,吃清淡愛乾淨的處女才會沒味道,0,"[('處女', '乾淨')]",PTT
31498092,這女孩膚質保養真好,0,"[('女孩', '保養')]",PTT
10394972,除了秘書都要找能幹的女生，PM現在也都是女人天下,0,"[('女人', '秘書')]",PTT
24803145,其實社長這種個性，大概也只有秘書這樣的女人受的了吧,0,"[('女人', '秘書')]",PTT
26126252,有些不那麼漂亮的女生，反而很會使用手段博取關注和同情,0,"[('女生', '漂亮')]",PTT
3019027,有些女生真的喜歡被追的感覺,0,"[('女生', '被追')]",PTT
21106718,西裝沒一定身材看起來很醜，女孩穿套裝也怪怪，看台灣最近大學面試，真的沒幾個能看的,1,"[('女孩', '身材')]",PTT
8727884,推文靜女孩,0,"[('女孩', '文靜')]",PTT
20304892,這種高學歷，漂亮高校生，應該都是處女,0,"[('處女', '漂亮')]",PTT
14548019,漂亮的怎麼還有機會是處女啦，看你要找普一點 還是年輕的，然後龍的處女開條件一樣鄙視,1,"[('處女', '漂亮'), ('處女', '年輕')]",PTT
20602193,尤其用16歲以下的處女血，染出來特別漂亮,1,"[('處女', '漂亮')]",PTT
17282613,漂亮的處女不少！只是你沒遇到或遇不到而已你看到漂亮的女生當下就認定她不是處女？我就遇過幾個，被傷得很慘,0,"[('女生', '漂亮'), ('處女', '漂亮')]",PTT
2898644,讀文科，全班女生，畢業去科技業就會變成這樣,0,"[('女生', '文科')]",PTT
5559674,女生是談感性的動物,0,"[('女生', '感性')]",PTT
25330058,沒錯，女生都是感性居多 ,0,"[('女生', '感性')]",PTT
12966756,女生比較感性,1,"[('女生', '感性')]",PTT
11270113,女生個性較感性不理性，也促使難成大事,0,"[('女生', '感性')]",PTT
35417261,女人就是騷,1,"[('女人', '騷')]",PTT
26306102,女人的話要是能信屎都能吃，這是她們自己搞出來的評價,1,"[('女人', None)]",PTT
32640957,喜歡的女性類型：溫柔體貼的人,0,"[('女性', '溫柔'), ('女性', '體貼')]",PTT
26503090,處女麻煩，黏又什麼都不懂，只會躺著像死魚,1,"[('處女', '麻煩')]",PTT
12443458,處女太麻煩又沒經驗，行家才懂！,1,"[('處女', '麻煩')]",PTT
33875440,這樣來看的確是溫柔體貼好老婆,0,"[('老婆', '溫柔'), ('老婆', '體貼')]",PTT
7597236,超體貼的好老婆,0,"[('老婆', '體貼')]",PTT
21714381,適婚年齡的未婚女性,0,"[('女性', '結婚')]",PTT
25097954,我哪有!?我是文靜少女欸,0,"[('少女', '文靜')]",PTT
5619582,看長相，妹妹太醜的話還是算了,1,"[('妹妹', '醜')]",PTT
18405766,白痴才敢跟女人獨處,1,"[('女人', None)]",PTT
19949038,想穿的更暴露更火辣的女性多的是，物化過程是你情我願，會整天抗爭檢討的衛道人士多半是討不到便宜的人,1,"[('女性', '暴露')]",PTT
14636295,其實奶不是重點，重點是臉，我喜歡漂亮的女森,0,"[('女森', '漂亮')]",PTT
20416720,年輕漂亮的女森本來就有參選優勢阿,0,"[('女森', '漂亮')]",PTT
29530248,以我的標準來看，他長得就不正，就普女...,1,"[('普女', '正')]",PTT
4720309,正妹叫臥蠶，普女叫眼袋,0,"[('普女', '正')]",PTT
21743792,炮友可以，當老婆的不能無腦,0,"[('老婆', '無腦')]",PTT
21743746,無腦女友可以，不理性老婆不行,0,"[('女友', '無腦')]",PTT
21743777,當女朋友無腦很棒，當老婆絕對不行,0,"[('女朋友', '無腦')]",PTT
11675638,女森本來就比較感性，可以理解,0,"[('女森', '感性')]",PTT
22133471,女森是感性的，不要試著分析，他看你對了不管是什麼都是對的了，反之亦然,0,"[('女森', '感性')]",PTT
6686174,學姊長的漂亮可以去坐櫃台，而且不用化妝也不會嚇到人,0,"[('學姊', '漂亮'), ('學姊', '化妝')]",PTT
30250112,一個女性不化妝不刮毛就像沒穿衣服一樣,0,"[('女性', '化妝')]",PTT
29835430,不說不就好了反正對方約過墮胎過也不會跟你說，現在的臺女都只有表面上反對一夜情，實際上身體卻很誠實的去約炮,1,"[('臺女', '臺女')]",PTT
